sample_row_id,sample_date,sample_time,sample_datetime,raw_sampling_site,site_name,major_category,sample_location,chlorophyll_ugl_replicate_1,chlorophyll_ugl_replicate_2,chlorophyll_ugl_replicate_3,chlorophyll_ugl_mean,chlorophyll_ugl_std,chlorophyll_ugl_min,chlorophyll_ugl_max,chlorophyll_ugl_replicate_count,phycocyanin_ugl_replicate_1,phycocyanin_ugl_replicate_2,phycocyanin_ugl_replicate_3,phycocyanin_ugl_mean,phycocyanin_ugl_std,phycocyanin_ugl_min,phycocyanin_ugl_max,phycocyanin_ugl_replicate_count,phycocyanin_to_chlorophyll_ratio_replicate_1,phycocyanin_to_chlorophyll_ratio_replicate_2,phycocyanin_to_chlorophyll_ratio_replicate_3,phycocyanin_to_chlorophyll_ratio_mean,phycocyanin_to_chlorophyll_ratio_std,phycocyanin_to_chlorophyll_ratio_min,phycocyanin_to_chlorophyll_ratio_max,phycocyanin_to_chlorophyll_ratio_replicate_count,sample_depth_feet,water_temperature_c,ph,orp_mv,specific_conductivity_us_cm,dissolved_oxygen_mg_l,turbidity_ntu,x_coordinate,y_coordinate
sample_0316,2025-07-16,11:30,2025-07-16T11:30,Pleasure_Lake,Pleasure Lake,Category_1,center,1.24,1.38,1.49,1.37,0.1253,1.24,1.49,3,45.3,55.49,63.45,54.746667,9.097804,45.3,63.45,3,36.53,40.21,42.58,39.773333,3.048546,36.53,42.58,3,0.1,30.6,,,468.6,11.68,10.95,-71.412279,41.784901
sample_0317,2025-07-16,11:40,2025-07-16T11:40,Polo_Lake,Polo Lake,Category_1,center,2.09,1.56,1.55,1.733333,0.308923,1.55,2.09,3,0.1,0.1,1,0.4,0.519615,0.1,1,3,0.04,0.06,0.64,0.246667,0.340783,0.04,0.64,3,0.1,30.3,,,458.6,8.9,6.15,-71.415444,41.786757
sample_0318,2025-07-16,12:12,2025-07-16T12:12,Cunliff_Lake,Cunliff Lake,Category_1,shore,3.2,3.11,2.82,3.043333,0.198578,2.82,3.2,3,248.54,224.91,216.2,229.883333,16.733781,216.2,248.54,3,77.66,72.31,76.66,75.543333,2.844439,72.31,77.66,3,0.1,32.1,,,488,13.15,43,-71.414014,41.777432
sample_0319,2025-07-16,12:30,2025-07-16T12:30,Elm_Lake,Elm Lake,Category_1,shore,5.95,6.13,5.82,5.966667,0.155671,5.82,6.13,3,365.24,361.51,377.43,368.06,8.326218,361.51,377.43,3,61.38,58.97,64.85,61.733333,2.955881,58.97,64.85,3,0.1,30.1,,,484.3,11.48,21.6,-71.411968,41.773876
sample_0320,2025-07-16,12:42,2025-07-16T12:42,Edgewood_Lake,Edgewood Lake,Category_1,shore,2.49,2.6,2.4,2.496667,0.100167,2.4,2.6,3,137.07,161.7,139.81,146.193333,13.498868,137.07,161.7,3,55.04,62.19,58.25,58.493333,3.581206,55.04,62.19,3,0.1,31.9,,,477.5,8.28,30,-71.40449,41.783373
sample_0321,2025-07-24,09:42,2025-07-24T09:42,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.73,0.84,0.73,0.766667,0.063509,0.73,0.84,3,6.75,8.5,9.25,8.166667,1.2829,6.75,9.25,3,9.24,10.11,12.67,10.673333,1.78304,9.24,12.67,3,0.1,,,,,,,-71.415909,41.784393
sample_0322,2025-07-24,09:55,2025-07-24T09:55,Polo_Lake,Polo Lake,Category_1,shore,2.1,2.12,2.02,2.08,0.052915,2.02,2.12,3,3.75,7,2,4.25,2.537223,2,7,3,1.78,3.3,0.99,2.023333,1.174067,0.99,3.3,3,0.1,,,,,,,-71.415441,41.786177
sample_0323,2025-07-24,10:08,2025-07-24T10:08,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.83,2.65,2.78,2.753333,0.092916,2.65,2.83,3,79.11,76.38,72.65,76.046667,3.242874,72.65,79.11,3,27.95,28.82,26.13,27.633333,1.372674,26.13,28.82,3,0.1,,,,,,,-71.414022,41.777274
sample_0324,2025-07-24,10:17,2025-07-24T10:17,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.63,0.8,0.73,0.72,0.08544,0.63,0.8,3,3.75,11.74,4.74,6.743333,4.35546,3.75,11.74,3,5.95,14.67,6.5,9.04,4.883472,5.95,14.67,3,0.1,,,,,,,-71.414959,41.778017
sample_0325,2025-07-24,10:39,2025-07-24T10:39,Fenner_Pond,Fenner Pond,Category_1,shore,0.37,0.55,0.36,0.426667,0.106927,0.36,0.55,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.27,0.18,0.27,0.24,0.051962,0.18,0.27,3,0.1,,,,,,,-71.420139,41.769937
sample_0326,2025-07-24,11:02,2025-07-24T11:02,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.11,0.2,0.33,0.213333,0.110604,0.11,0.33,3,9.75,10.74,15.22,11.903333,2.914658,9.75,15.22,3,88.63,53.7,46.12,62.816667,22.673999,46.12,88.63,3,0.1,,,,,,,-71.435462,41.792953
sample_0327,2025-07-24,11:15,2025-07-24T11:15,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.32,0.5,0.56,0.46,0.1249,0.32,0.56,3,10,8.75,6.75,8.5,1.63936,6.75,10,3,31.25,17.5,12.05,20.266667,9.894485,12.05,31.25,3,0.1,,,,,,,-71.441654,41.7886
sample_0328,2025-07-24,11:35,2025-07-24T11:35,Tongue_Pond,Tongue Pond,Category_2,shore,0.51,0.62,0.58,0.57,0.055678,0.51,0.62,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.19,0.16,0.17,0.173333,0.015275,0.16,0.19,3,0.1,,,,,,,-71.442286,41.79796
sample_0329,2025-07-25,09:40,2025-07-25T09:40,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.91,0.92,1.2,1.01,0.164621,0.91,1.2,3,14.97,13.72,25.16,17.95,6.275245,13.72,25.16,3,16.45,14.91,20.98,17.446667,3.15535,14.91,20.98,3,0.1,27,7.74,118,498.9,9.12,4.35,-71.416382,41.782726
sample_0330,2025-07-25,09:50,2025-07-25T09:50,Willow_Lake,Willow Lake,Category_1,shore,1.18,1.29,1.2,1.223333,0.058595,1.18,1.29,3,9.5,5.25,5.5,6.75,2.384848,5.25,9.5,3,8.05,4.06,4.58,5.563333,2.169155,4.06,8.05,3,0.1,26.5,7.87,119,496,8.25,4.9,-71.41485,41.784424
sample_0331,2025-07-25,10:00,2025-07-25T10:00,Polo_Lake,Polo Lake,Category_1,shore,1.78,1.73,1.63,1.713333,0.076376,1.63,1.78,3,0.13,0.55,0.1,0.26,0.251595,0.1,0.55,3,0.17,0.31,0.06,0.18,0.1253,0.06,0.31,3,0.1,27.2,7.52,128.9,489.9,6.17,8.35,-71.415649,41.786272
sample_0332,2025-07-25,10:18,2025-07-25T10:18,Pleasure_Lake,Pleasure Lake,Category_1,shore,2.18,2.15,2.22,2.183333,0.035119,2.15,2.22,3,101.49,101.74,111.44,104.89,5.673843,101.49,111.44,3,46.55,47.32,50.19,48.02,1.918307,46.55,50.19,3,0.1,27.2,8,79.1,489,7.43,19,-71.411975,41.784633
sample_0333,2025-07-25,10:32,2025-07-25T10:32,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.32,2.96,2.84,2.706667,0.340196,2.32,2.96,3,62.45,70.16,62.95,65.186667,4.314282,62.45,70.16,3,26.91,23.7,22.16,24.256667,2.423434,22.16,26.91,3,0.1,27.8,8.66,106.9,492,9.28,19.45,-71.413076,41.780414
sample_0334,2025-07-25,10:45,2025-07-25T10:45,Elm_Lake,Elm Lake,Category_1,shore,6.57,6.65,6.75,6.656667,0.090185,6.57,6.75,3,558.83,568.53,560.07,562.476667,5.278876,558.83,568.53,3,85.05,85.49,82.97,84.503333,1.346006,82.97,85.49,3,0.1,27.6,8.97,112.1,491.6,10.02,25.5,-71.411897,41.773888
sample_0335,2025-07-25,11:00,2025-07-25T11:00,Edgewood_Lake,Edgewood Lake,Category_1,shore,2.84,2.72,2.56,2.706667,0.140475,2.56,2.84,3,154.24,117.41,127.61,133.086667,19.015984,117.41,154.24,3,54.3,43.16,49.84,49.1,5.606746,43.16,54.3,3,0.1,29.2,8.5,133,489,8.53,27.5,-71.404992,41.78401
sample_0336,2025-07-29,09:53,2025-07-29T09:53,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.44,0.41,0.4,0.416667,0.020817,0.4,0.44,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.22,0.24,0.25,0.236667,0.015275,0.22,0.25,3,0.1,,,,,,,-71.415768,41.784484
sample_0337,2025-07-29,10:02,2025-07-29T10:02,Polo_Lake,Polo Lake,Category_1,shore,1.18,1.16,1.51,1.283333,0.196554,1.16,1.51,3,11.98,15.22,27.15,18.116667,7.98907,11.98,27.15,3,9.45,11.19,17.98,12.873333,4.507265,9.45,17.98,3,0.1,,,,,,,-71.415219,41.78616
sample_0338,2025-07-29,10:17,2025-07-29T10:17,Cunliff_Lake,Cunliff Lake,Category_1,shore,3.22,3.48,2.94,3.213333,0.270062,2.94,3.48,3,65.44,55.44,59.22,60.033333,5.04937,55.44,65.44,3,20.32,16.08,20.15,18.85,2.400396,16.08,20.32,3,0.1,,,,,,,-71.413967,41.777207
sample_0339,2025-07-29,10:22,2025-07-29T10:22,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.9,0.75,0.89,0.846667,0.083865,0.75,0.9,3,12.23,4.75,8.25,8.41,3.742566,4.75,12.23,3,13.58,6.33,9.26,9.723333,3.64714,6.33,13.58,3,0.1,,,,,,,-71.414698,41.777796
sample_0340,2025-07-29,10:40,2025-07-29T10:40,Fenner_Pond,Fenner Pond,Category_1,shore,0.37,0.38,0.34,0.363333,0.020817,0.34,0.38,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.27,0.26,0.29,0.273333,0.015275,0.26,0.29,3,0.1,,,,,,,-71.420269,41.769884
sample_0341,2025-07-29,10:57,2025-07-29T10:57,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.4,0.48,0.6,0.493333,0.100664,0.4,0.6,3,18.45,19.19,17.95,18.53,0.623859,17.95,19.19,3,46.12,39.97,29.91,38.666667,8.183217,29.91,46.12,3,0.1,,,,,,,-71.435635,41.792994
sample_0342,2025-07-29,11:09,2025-07-29T11:09,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.61,0.57,0.63,0.603333,0.030551,0.57,0.63,3,21.43,20.93,23.17,21.843333,1.175812,20.93,23.17,3,35.14,36.71,36.77,36.206667,0.924247,35.14,36.77,3,0.1,,,,,,,-71.441521,41.788322
sample_0343,2025-07-29,11:21,2025-07-29T11:21,Tongue_Pond,Tongue Pond,Category_2,shore,0.77,1.35,0.95,1.023333,0.296873,0.77,1.35,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.12,0.07,0.1,0.096667,0.025166,0.07,0.12,3,0.1,,,,,,,-71.442202,41.798516
sample_0344,2025-07-30,10:45,2025-07-30T10:45,Roosevelt_Lake,Roosevelt Lake,Category_1,center,2.01,3.1,3.12,2.743333,0.635164,2.01,3.12,3,3,5.5,4.25,4.25,1.25,3,5.5,3,1.49,1.77,1.36,1.54,0.209523,1.36,1.77,3,0.1,28.7,7.53,125.5,485.7,8.31,4.02,-71.416608,41.782816
sample_0345,2025-07-30,11:00,2025-07-30T11:00,Willow_Lake,Willow Lake,Category_1,center,1.54,1.31,1.71,1.52,0.200749,1.31,1.71,3,11.74,8.5,6.75,8.996667,2.531804,6.75,11.74,3,7.62,6.48,3.94,6.013333,1.883861,3.94,7.62,3,0.1,29.3,8.29,111.4,452.9,9.95,6.15,-71.414821,41.784472
sample_0346,2025-07-30,11:08,2025-07-30T11:08,Polo_Lake,Polo Lake,Category_1,center,0.99,1.28,1.24,1.17,0.157162,0.99,1.28,3,7.25,11.98,6.75,8.66,2.886053,6.75,11.98,3,7.32,9.35,5.44,7.37,1.955479,5.44,9.35,3,0.1,30.3,7.52,-1.5,471.8,6.68,16.4,-71.415429,41.7862
sample_0347,2025-07-30,11:26,2025-07-30T11:26,Pleasure_Lake,Pleasure Lake,Category_1,center,2.04,2.24,2.1,2.126667,0.102632,2.04,2.24,3,108.95,116.17,106.71,110.61,4.943642,106.71,116.17,3,53.4,51.86,50.81,52.023333,1.302702,50.81,53.4,3,0.1,30.7,9.15,47.7,483.2,11.7,17.75,-71.412175,41.784616
sample_0348,2025-07-30,11:40,2025-07-30T11:40,Cunliff_Lake,Cunliff Lake,Category_1,center,1.57,1.58,1.36,1.503333,0.124231,1.36,1.58,3,58.23,54.75,51.51,54.83,3.360714,51.51,58.23,3,37.08,34.65,37.87,36.533333,1.678164,34.65,37.87,3,0.1,31,9.14,75.3,490.8,11.58,16.71,-71.413757,41.777338
sample_0349,2025-07-30,11:50,2025-07-30T11:50,Elm_Lake,Elm Lake,Category_1,center,3.06,3.04,3.23,3.11,0.104403,3.04,3.23,3,188.58,199.77,199.03,195.793333,6.257878,188.58,199.77,3,61.62,65.71,61.61,62.98,2.364255,61.61,65.71,3,0.1,30.2,8.81,99.1,489.2,9.5,14.31,-71.411944,41.773919
sample_0350,2025-07-30,12:06,2025-07-30T12:06,Edgewood_Lake,Edgewood Lake,Category_1,center,1.62,1.42,1.68,1.573333,0.136137,1.42,1.68,3,55,49.03,61.71,55.246667,6.343598,49.03,61.71,3,33.95,34.52,36.73,35.066667,1.468412,33.95,36.73,3,0.1,32,9.02,107.6,488.7,10.75,13.84,-71.404815,41.783794
sample_0351,2025-08-04,09:54,2025-08-04T09:54,Roosevelt_Lake,Roosevelt Lake,Category_1,center,1.23,1.22,1.32,1.256667,0.055076,1.22,1.32,3,0.1,1.25,0.55,0.633333,0.579511,0.1,1.25,3,0.08,1.02,0.41,0.503333,0.4769,0.08,1.02,3,0.1,24,7.29,153.8,444.6,6.53,2.86,-71.417039,41.78277
sample_0352,2025-08-04,10:14,2025-08-04T10:14,Polo_Lake,Polo Lake,Category_1,center,1.97,2.26,2.22,2.15,0.157162,1.97,2.26,3,1.25,2,1.25,1.5,0.433013,1.25,2,3,0.03,0.88,0.56,0.49,0.429302,0.03,0.88,3,0.1,24.8,7.55,235.4,458.8,7.66,7.5,-71.415578,41.786709
sample_0353,2025-08-04,10:22,2025-08-04T10:22,Willow_Lake,Willow Lake,Category_1,center,2.24,2.26,2.32,2.273333,0.041633,2.24,2.32,3,0.55,0.32,0.1,0.323333,0.225019,0.1,0.55,3,0.24,0.14,0.04,0.14,0.1,0.04,0.24,3,0.1,24.7,7.61,117.9,454.1,6.8,4.33,-71.414691,41.784842
sample_0354,2025-08-04,10:32,2025-08-04T10:32,Pleasure_Lake,Pleasure Lake,Category_1,center,1.43,1.4,1.53,1.453333,0.068069,1.4,1.53,3,26.65,29.88,36.85,31.126667,5.213025,26.65,36.85,3,18.63,21.34,24.08,21.35,2.725014,18.63,24.08,3,0.1,25.1,7.58,115.6,481,5.98,9.33,-71.410181,41.785402
sample_0355,2025-08-04,10:46,2025-08-04T10:46,Edgewood_Lake,Edgewood Lake,Category_1,center,2.41,3.39,2.92,2.906667,0.490136,2.41,3.39,3,114.43,271.68,190.82,192.31,78.635588,114.43,271.68,3,47.48,80.14,65.34,64.32,16.353874,47.48,80.14,3,0.1,25.9,8.19,99.8,478.3,9.08,14.35,-71.405232,41.783056
sample_0356,2025-08-04,11:02,2025-08-04T11:02,Cunliff_Lake,Cunliff Lake,Category_1,center,1.35,1.27,1.4,1.34,0.065574,1.27,1.4,3,50.02,48.03,55.99,51.346667,4.142515,48.03,55.99,3,37.05,37.81,39.99,38.283333,1.526084,37.05,39.99,3,0.1,25.9,8.41,98.4,488.6,9.29,14.22,-71.411984,41.780368
sample_0357,2025-08-04,11:05,2025-08-04T11:05,Elm_Lake,Elm Lake,Category_1,center,1.29,1.27,1.33,1.296667,0.030551,1.27,1.33,3,55.24,54,51.02,53.42,2.168963,51.02,55.24,3,42.82,42.51,38.36,41.23,2.490321,38.36,42.82,3,0.1,25.5,8.54,93.3,486.5,8.88,13,-71.411726,41.774778
sample_0358,2025-08-08,10:52,2025-08-08T10:52,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,2.03,1.67,3.22,2.306667,0.811193,1.67,3.22,3,21.18,10.74,12.98,14.966667,5.496229,10.74,21.18,3,10.43,6.43,4.03,6.963333,3.233162,4.03,10.43,3,0.1,,,,,,,-71.415973,41.7843
sample_0359,2025-08-08,11:13,2025-08-08T11:13,Polo_Lake,Polo Lake,Category_1,shore,4.51,4.28,3.79,4.193333,0.367741,3.79,4.51,3,6.75,8,5.75,6.833333,1.127312,5.75,8,3,1.49,1.86,1.51,1.62,0.208087,1.49,1.86,3,0.1,,,,,,,-71.415456,41.786177
sample_0360,2025-08-08,11:47,2025-08-08T11:47,Cunliff_Lake,Cunliff Lake,Category_1,shore,3.31,3.48,3.2,3.33,0.141067,3.2,3.48,3,268.45,280.89,250.53,266.623333,15.262206,250.53,280.89,3,81.1,80.71,78.29,80.033333,1.522312,78.29,81.1,3,0.1,,,,,,,-71.41416,41.777507
sample_0361,2025-08-08,12:51,2025-08-08T12:51,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.48,0.6,0.52,0.533333,0.061101,0.48,0.6,3,14.22,15.46,18.45,16.043333,2.174496,14.22,18.45,3,29.62,25.76,35.48,30.286667,4.894173,25.76,35.48,3,0.1,,,,,,,-71.43496,41.793808
sample_0362,2025-08-08,13:03,2025-08-08T13:03,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.87,0.86,0.85,0.86,0.01,0.85,0.87,3,23.42,26.9,22.92,24.413333,2.167979,22.92,26.9,3,26.91,31.27,26.96,28.38,2.502938,26.91,31.27,3,0.1,,,,,,,-71.441617,41.788581
sample_0363,2025-08-08,13:18,2025-08-08T13:18,Tongue_Pond,Tongue Pond,Category_2,shore,1.65,1.99,1.89,1.843333,0.174738,1.65,1.99,3,1.25,1,1.5,1.25,0.25,1,1.5,3,0.75,0.5,0.79,0.68,0.157162,0.5,0.79,3,0.1,,,,,,,-71.44295,41.79834
sample_0364,2025-08-08,11:54,2025-08-08T11:54,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,2.28,2.16,2.3,2.246667,0.075719,2.16,2.3,3,201.02,189.82,197.04,195.96,5.67757,189.82,201.02,3,88.16,87.87,85.66,87.23,1.36737,85.66,88.16,3,0.1,,,,,,,-71.414816,41.777701
sample_0365,2025-08-13,13:03,2025-08-13T13:03,Cunliff_Lake,Cunliff Lake,Category_1,shore,7.57,1.71,1.65,3.643333,3.400725,1.65,7.57,3,50,65.19,67.92,61.036667,9.655011,50,67.92,3,33.77,38.12,41.16,37.683333,3.714301,33.77,41.16,3,0.1,,,,,,,-71.414036,41.777246
sample_0366,2025-08-13,13:06,2025-08-13T13:06,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.33,1.22,1.12,1.223333,0.10504,1.12,1.33,3,32.87,20.93,26.4,26.733333,5.976975,20.93,32.87,3,24.71,17.15,23.57,21.81,4.075733,17.15,24.71,3,0.1,,,,,,,-71.414953,41.777219
sample_0367,2025-08-13,13:29,2025-08-13T13:29,Polo_Lake,Polo Lake,Category_1,shore,2.84,2.54,2.54,2.64,0.173205,2.54,2.84,3,7.25,5,3.5,5.25,1.887459,3.5,7.25,3,2.56,1.96,1.37,1.963333,0.595007,1.37,2.56,3,0.1,,,,,,,-71.415461,41.786158
sample_0368,2025-08-13,13:50,2025-08-13T13:50,Fenner_Pond,Fenner Pond,Category_1,shore,0.57,0.58,0.73,0.626667,0.089629,0.57,0.73,3,1,2,2.5,1.833333,0.763763,1,2.5,3,1.75,3.44,3.42,2.87,0.97,1.75,3.44,3,0.1,,,,,,,-71.420193,41.769923
sample_0369,2025-08-13,14:24,2025-08-13T14:24,Tongue_Pond,Tongue Pond,Category_2,shore,1.56,1.51,1.48,1.516667,0.040415,1.48,1.56,3,1.25,1,1,1.083333,0.144338,1,1.25,3,0.8,0.66,0.67,0.71,0.078102,0.66,0.8,3,0.1,,,,,,,-71.442633,41.798286
sample_0370,2025-08-13,14:36,2025-08-13T14:36,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.7,0.78,0.85,0.776667,0.075056,0.7,0.85,3,14.97,15.46,17.95,16.126667,1.597947,14.97,17.95,3,21.38,19.82,21.11,20.77,0.833727,19.82,21.38,3,0.1,,,,,,,-71.441681,41.788289
sample_0371,2025-08-13,14:44,2025-08-13T14:44,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.47,0.53,0.59,0.53,0.06,0.47,0.59,3,4.5,5.25,5.75,5.166667,0.629153,4.5,5.75,3,9.57,9.9,9.74,9.736667,0.165025,9.57,9.9,3,0.1,,,,,,,-71.435366,41.793198
sample_0372,2025-08-14,09:58,2025-08-14T09:58,Roosevelt_Lake,Roosevelt Lake,Category_1,center,1.44,1.54,1.31,1.43,0.115326,1.31,1.54,3,2.25,7,2.75,4,2.610077,2.25,7,3,1.56,4.54,1.33,2.476667,1.790596,1.33,4.54,3,0.1,28.9,7.73,127.6,504,8.8,2.97,-71.416918,41.78289
sample_0373,2025-08-14,10:27,2025-08-14T10:27,Polo_Lake,Polo Lake,Category_1,center,2.89,2.75,3.03,2.89,0.14,2.75,3.03,3,5.75,7,5.5,6.083333,0.803638,5.5,7,3,1.98,2.54,1.81,2.11,0.381969,1.81,2.54,3,0.1,28.1,7.67,139.2,477.9,7.35,7.84,-71.415577,41.786652
sample_0374,2025-08-14,10:41,2025-08-14T10:41,Willow_Lake,Willow Lake,Category_1,center,2.17,2.1,2.05,2.106667,0.060277,2.05,2.17,3,8.25,16.46,11.74,12.15,4.120328,8.25,16.46,3,3.8,7.83,5.72,5.783333,2.015746,3.8,7.83,3,0.1,28,8.1,178.5,492.2,7.87,4.04,-71.414565,41.784966
sample_0375,2025-08-14,10:55,2025-08-14T10:55,Pleasure_Lake,Pleasure Lake,Category_1,center,1.25,1.83,1.56,1.546667,0.29023,1.25,1.83,3,24.91,36.35,26.65,29.303333,6.164295,24.91,36.35,3,19.92,19.86,17.08,18.953333,1.622632,17.08,19.92,3,0.1,28.2,7.77,178.2,496.3,6.65,7.44,-71.41135,41.785001
sample_0376,2025-08-14,11:15,2025-08-14T11:15,Edgewood_Lake,Edgewood Lake,Category_1,center,1.61,1.88,1.7,1.73,0.137477,1.61,1.88,3,29.39,23.42,22.18,24.996667,3.854923,22.18,29.39,3,19.46,12.45,13.04,14.983333,3.888114,12.45,19.46,3,0.1,28.9,8.04,109.7,505,7.86,8.06,-71.405356,41.783405
sample_0377,2025-08-14,11:38,2025-08-14T11:38,Cunliff_Lake,Cunliff Lake,Category_1,center,1.55,1.92,1.8,1.756667,0.188768,1.55,1.92,3,34.36,47.04,43.56,41.653333,6.551499,34.36,47.04,3,22.16,24.5,24.2,23.62,1.273264,22.16,24.5,3,0.1,28,8.35,172.1,507,8.4,10.03,-71.411559,41.780669
sample_0378,2025-08-14,11:57,2025-08-14T11:57,Elm_Lake,Elm Lake,Category_1,center,1.24,1.39,1.3,1.31,0.075498,1.24,1.39,3,32.37,38.09,36.85,35.77,3.009053,32.37,38.09,3,26.1,27.4,28.34,27.28,1.124811,26.1,28.34,3,0.1,27.6,8.71,170.7,499,9.34,9.8,-71.411715,41.774842
sample_0379,2025-08-19,10:37,2025-08-19T10:37,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.78,0.85,0.85,0.826667,0.040415,0.78,0.85,3,3,2.75,2.5,2.75,0.25,2.5,3,3,3.84,3.23,2.94,3.336667,0.459384,2.94,3.84,3,0.1,,,,,,,-71.415945,41.784259
sample_0380,2025-08-19,10:49,2025-08-19T10:49,Polo_Lake,Polo Lake,Category_1,shore,6.67,6.44,6.49,6.533333,0.120968,6.44,6.67,3,4.25,4.75,4.5,4.5,0.25,4.25,4.75,3,0.63,0.73,0.69,0.683333,0.050332,0.63,0.73,3,0.1,,,,,,,-71.415641,41.786213
sample_0381,2025-08-19,11:08,2025-08-19T11:08,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.41,2.24,2.3,2.316667,0.086217,2.24,2.41,3,76.14,72.15,80.6,76.296667,4.227178,72.15,80.6,3,31.58,32.2,35.04,32.94,1.844885,31.58,35.04,3,0.1,,,,,,,-71.414157,41.777309
sample_0382,2025-08-19,11:13,2025-08-19T11:13,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.78,1.74,1.81,1.776667,0.035119,1.74,1.81,3,24.91,24.91,29.61,26.476667,2.713546,24.91,29.61,3,13.99,14.31,16.37,14.89,1.291666,13.99,16.37,3,0.1,,,,,,,-71.414833,41.777654
sample_0383,2025-08-19,11:27,2025-08-19T11:27,Fenner_Pond,Fenner Pond,Category_1,shore,0.91,1.18,1.19,1.093333,0.15885,0.91,1.19,3,1.5,7.25,5,4.583333,2.897556,1.5,7.25,3,1.64,6.14,4.2,3.993333,2.257107,1.64,6.14,3,0.1,,,,,,,-71.419459,41.770484
sample_0384,2025-08-19,11:45,2025-08-19T11:45,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.5,0.53,0.48,0.503333,0.025166,0.48,0.53,3,6.75,7,7,6.916667,0.144338,6.75,7,3,13.5,13.2,14.58,13.76,0.72581,13.2,14.58,3,0.1,,,,,,,-71.434897,41.794141
sample_0385,2025-08-19,11:58,2025-08-19T11:58,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.13,1.25,1.24,1.206667,0.066583,1.13,1.25,3,38.33,39.33,36.35,38.003333,1.516619,36.35,39.33,3,32.63,31.46,29.31,31.133333,1.683934,29.31,32.63,3,0.1,,,,,,,-71.441651,41.789084
sample_0386,2025-08-19,12:16,2025-08-19T12:16,Tongue_Pond,Tongue Pond,Category_2,shore,2.2,5.63,2.18,3.336667,1.98611,2.18,5.63,3,1.75,2,1.5,1.75,0.25,1.5,2,3,0.7,0.35,0.68,0.576667,0.196554,0.35,0.7,3,0.1,,,,,,,-71.44293,41.798136
sample_0387,2025-08-20,10:12,2025-08-20T10:12,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.81,0.92,0.98,0.903333,0.086217,0.81,0.98,3,5,5,13.72,7.906667,5.034494,5,13.72,3,6.17,5.43,14,8.533333,4.748709,5.43,14,3,0.1,23.5,7.24,187,495.9,5.95,1.72,-71.417096,41.782717
sample_0388,2025-08-20,10:33,2025-08-20T10:33,Polo_Lake,Polo Lake,Category_1,center,6.52,6.09,6.16,6.256667,0.230723,6.09,6.52,3,4.75,4.5,4.75,4.666667,0.144338,4.5,4.75,3,0.72,0.73,0.77,0.74,0.026458,0.72,0.77,3,0.1,23.5,7.4,194,464,6.74,7.42,-71.415433,41.786845
sample_0389,2025-08-20,10:41,2025-08-20T10:41,Willow_Lake,Willow Lake,Category_1,center,3.25,4.33,3.18,3.586667,0.644696,3.18,4.33,3,3.25,6,4.5,4.583333,1.376893,3.25,6,3,1,1.8,1.41,1.403333,0.400042,1,1.8,3,0.1,23.2,7.51,153.8,448.1,7.36,4.46,-71.41466,41.784757
sample_0390,2025-08-20,10:01,2025-08-20T10:01,Pleasure_Lake,Pleasure Lake,Category_1,center,5.42,5.36,4.64,5.14,0.434051,4.64,5.42,3,14.22,15.22,13.48,14.306667,0.873232,13.48,15.22,3,2.62,2.83,2.9,2.783333,0.145717,2.62,2.9,3,0.1,23.8,7.42,127.9,483.6,6.61,7.56,-71.410943,41.784981
sample_0391,2025-08-20,11:02,2025-08-20T11:02,Cunliff_Lake,Cunliff Lake,Category_1,center,2.58,2.27,2.54,2.463333,0.168622,2.27,2.58,3,50.74,51.76,44.8,49.1,3.75867,44.8,51.76,3,21.99,22.8,17.63,20.806667,2.780725,17.63,22.8,3,0.1,24.4,7.68,153.9,502,7.26,13.26,-71.412069,41.780133
