task_name,target_label,site_name,major_category,date,onset_label,termination_label,advisory_active,advisory_event_id,advisory_event_censored,advisory_event_termination_observed,t2m,t2m_min,t2m_max,t2mdew,uv_index,cloud,precip,t2m_rolling_mean_3d,t2m_rolling_mean_7d,t2m_rolling_mean_14d,t2m_rolling_mean_21d,t2m_rolling_mean_30d,t2m_min_rolling_mean_3d,t2m_min_rolling_mean_7d,t2m_min_rolling_mean_14d,t2m_min_rolling_mean_21d,t2m_min_rolling_mean_30d,t2m_max_rolling_mean_3d,t2m_max_rolling_mean_7d,t2m_max_rolling_mean_14d,t2m_max_rolling_mean_21d,t2m_max_rolling_mean_30d,t2mdew_rolling_mean_3d,t2mdew_rolling_mean_7d,t2mdew_rolling_mean_14d,t2mdew_rolling_mean_21d,t2mdew_rolling_mean_30d,uv_index_rolling_mean_3d,uv_index_rolling_mean_7d,uv_index_rolling_mean_14d,uv_index_rolling_mean_21d,uv_index_rolling_mean_30d,cloud_rolling_mean_3d,cloud_rolling_mean_7d,cloud_rolling_mean_14d,cloud_rolling_mean_21d,cloud_rolling_mean_30d,precip_rolling_sum_3d,precip_rolling_sum_7d,precip_rolling_sum_14d,precip_rolling_sum_21d,precip_rolling_sum_30d,dry_day_count_7d,dry_day_count_14d,dry_day_count_30d,year,month,day_of_year,warm_season_flag,day_of_year_sin,day_of_year_cos,has_sample,has_shore_sample,has_center_sample,available_locations,center_chlorophyll_ugl_max,center_chlorophyll_ugl_mean,center_chlorophyll_ugl_min,center_chlorophyll_ugl_replicate_count,center_chlorophyll_ugl_std,center_dissolved_oxygen_mg_l,center_earliest_sample_time,center_latest_sample_time,center_orp_mv,center_ph,center_phycocyanin_to_chlorophyll_ratio_max,center_phycocyanin_to_chlorophyll_ratio_mean,center_phycocyanin_to_chlorophyll_ratio_min,center_phycocyanin_to_chlorophyll_ratio_replicate_count,center_phycocyanin_to_chlorophyll_ratio_std,center_phycocyanin_ugl_max,center_phycocyanin_ugl_mean,center_phycocyanin_ugl_min,center_phycocyanin_ugl_replicate_count,center_phycocyanin_ugl_std,center_sample_count,center_sample_depth_feet,center_specific_conductivity_us_cm,center_turbidity_ntu,center_water_temperature_c,center_x_coordinate,center_y_coordinate,overall_chlorophyll_ugl_max,overall_chlorophyll_ugl_mean,overall_chlorophyll_ugl_min,overall_chlorophyll_ugl_replicate_count,overall_chlorophyll_ugl_std,overall_dissolved_oxygen_mg_l,overall_earliest_sample_time,overall_latest_sample_time,overall_orp_mv,overall_ph,overall_phycocyanin_to_chlorophyll_ratio_max,overall_phycocyanin_to_chlorophyll_ratio_mean,overall_phycocyanin_to_chlorophyll_ratio_min,overall_phycocyanin_to_chlorophyll_ratio_replicate_count,overall_phycocyanin_to_chlorophyll_ratio_std,overall_phycocyanin_ugl_max,overall_phycocyanin_ugl_mean,overall_phycocyanin_ugl_min,overall_phycocyanin_ugl_replicate_count,overall_phycocyanin_ugl_std,overall_sample_count,overall_sample_depth_feet,overall_specific_conductivity_us_cm,overall_turbidity_ntu,overall_water_temperature_c,overall_x_coordinate,overall_y_coordinate,shore_chlorophyll_ugl_max,shore_chlorophyll_ugl_mean,shore_chlorophyll_ugl_min,shore_chlorophyll_ugl_replicate_count,shore_chlorophyll_ugl_std,shore_dissolved_oxygen_mg_l,shore_earliest_sample_time,shore_latest_sample_time,shore_orp_mv,shore_ph,shore_phycocyanin_to_chlorophyll_ratio_max,shore_phycocyanin_to_chlorophyll_ratio_mean,shore_phycocyanin_to_chlorophyll_ratio_min,shore_phycocyanin_to_chlorophyll_ratio_replicate_count,shore_phycocyanin_to_chlorophyll_ratio_std,shore_phycocyanin_ugl_max,shore_phycocyanin_ugl_mean,shore_phycocyanin_ugl_min,shore_phycocyanin_ugl_replicate_count,shore_phycocyanin_ugl_std,shore_sample_count,shore_sample_depth_feet,shore_specific_conductivity_us_cm,shore_turbidity_ntu,shore_water_temperature_c,shore_x_coordinate,shore_y_coordinate,days_since_last_sample,latest_overall_chlorophyll_ugl_mean,latest_overall_phycocyanin_ugl_mean,latest_overall_phycocyanin_to_chlorophyll_ratio_mean,latest_overall_sample_depth_feet,latest_overall_water_temperature_c,latest_overall_ph,latest_overall_orp_mv,latest_overall_specific_conductivity_us_cm,latest_overall_dissolved_oxygen_mg_l,latest_overall_turbidity_ntu,delta_7d_overall_chlorophyll_ugl_mean,delta_14d_overall_chlorophyll_ugl_mean,delta_7d_overall_phycocyanin_ugl_mean,delta_14d_overall_phycocyanin_ugl_mean,delta_7d_overall_phycocyanin_to_chlorophyll_ratio_mean,delta_14d_overall_phycocyanin_to_chlorophyll_ratio_mean,delta_7d_overall_sample_depth_feet,delta_14d_overall_sample_depth_feet,delta_7d_overall_water_temperature_c,delta_14d_overall_water_temperature_c,delta_7d_overall_ph,delta_14d_overall_ph,delta_7d_overall_orp_mv,delta_14d_overall_orp_mv,delta_7d_overall_specific_conductivity_us_cm,delta_14d_overall_specific_conductivity_us_cm,delta_7d_overall_dissolved_oxygen_mg_l,delta_14d_overall_dissolved_oxygen_mg_l,delta_7d_overall_turbidity_ntu,delta_14d_overall_turbidity_ntu,onset_eligible,termination_eligible
termination,0,Polo Lake,Category_1,2020-10-31,0,0,1,polo_lake_event_01,0,1,7.6,5.955,9.375,0.86,0.455,20.09,0.01,8.43,10.618571,12.988571,13.715,14.4125,7.046667,9.102143,11.428214,11.774762,12.509167,10.49,12.808571,15.110714,15.907619,16.624667,4.621667,6.964286,9.772857,10.441667,10.643833,0.291667,0.312143,0.440357,0.510952,0.605333,72.615,86.835714,75.391786,70.03619,60.932,53.255,62.31,65.355,151.53,156.585,0,1,3,2020,10,305,1,-0.8606,0.509282,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-01,0,0,1,polo_lake_event_01,0,1,12.66,9.865,13.9,10.265,0.34,97.965,11.475,9.036667,10.875714,12.959643,13.59,14.256333,7.006667,9.112143,11.235,11.648333,12.324167,11.276667,12.997857,15.037857,15.700714,16.461667,5.278333,7.553571,10.055357,10.462381,10.5235,0.346667,0.292143,0.411429,0.489524,0.596167,72.046667,87.002143,80.169643,71.119286,61.525333,34.78,73.53,76.83,162.995,167.865,0,0,3,2020,11,306,0,-0.851712,0.52401,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-02,0,0,1,polo_lake_event_01,0,1,6.665,5.22,9.86,2.29,0.37,74.975,0.155,8.975,10.004286,12.471786,13.279286,13.942833,7.013333,8.309286,10.715357,11.331667,12.020333,11.045,12.286429,14.596429,15.475714,16.189167,4.471667,6.425714,9.602857,10.163333,10.285833,0.388333,0.307857,0.383214,0.485952,0.576167,64.343333,83.490714,79.203929,69.945238,63.333833,11.64,71.545,76.935,157.08,168.01,0,0,3,2020,11,307,0,-0.842572,0.538584,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-03,0,0,1,polo_lake_event_01,0,1,6.63,5.425,7.83,1.66,0.325,69.98,0.06,8.651667,9.047857,11.813214,12.833333,13.637,6.836667,7.447143,10.113571,10.930714,11.729,10.53,11.197143,13.828929,14.983095,15.8575,4.738333,5.382857,8.64,9.529048,9.994833,0.345,0.295714,0.375357,0.485238,0.557167,80.973333,80.02,77.997143,68.654762,64.187167,11.69,70.63,75.33,108.47,167.68,0,0,3,2020,11,308,0,-0.833183,0.552997,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-04,0,0,1,polo_lake_event_01,0,1,9.185,5.19,13.76,3.38,0.41,16.06,0,7.493333,8.632857,11.239643,12.545476,13.441833,5.278333,6.691429,9.330357,10.548571,11.422167,10.483333,10.974286,13.472857,14.76381,15.748167,2.443333,4.494286,7.7225,9.148095,9.721833,0.368333,0.331429,0.370714,0.462381,0.546667,53.671667,68.117857,73.385357,69.027857,62.101333,0.215,64.945,74.635,108.395,164.62,1,1,4,2020,11,309,0,-0.823547,0.567248,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-05,0,0,1,polo_lake_event_01,0,1,14.375,13.13,16.855,13.025,0.42,24.925,0,10.063333,9.137857,11.04,12.430952,13.388,7.915,7.140714,9.219286,10.473095,11.363333,12.815,11.733571,13.351786,14.652857,15.6835,6.021667,5.17,7.564643,9.076905,9.738,0.385,0.366429,0.357857,0.444048,0.531333,36.988333,57.44,72.691786,69.249048,61.745333,0.06,34.995,74.485,108.385,164.57,2,2,5,2020,11,310,0,-0.813668,0.58133,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-06,0,0,1,polo_lake_event_01,0,1,14.715,13.885,16.895,13.61,0.37,57.375,0.055,12.758333,10.261429,10.990357,12.307143,13.279,10.735,8.381429,9.191071,10.468571,11.290333,15.836667,12.639286,13.336429,14.539048,15.577,10.005,6.441429,7.585357,8.970952,9.711667,0.4,0.384286,0.3475,0.437619,0.517667,32.786667,51.624286,73.026786,68.265,62.025667,0.055,11.755,74.225,104.905,163.295,2,2,5,2020,11,311,0,-0.803548,0.59524,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-07,0,0,1,polo_lake_event_01,0,1,14.36,12.91,17.205,11.77,0.4,54.515,0,14.483333,11.227143,10.922857,12.401429,13.259833,13.308333,9.375,9.238571,10.74381,11.320667,16.985,13.757857,13.283214,14.659762,15.570167,12.801667,8,7.482143,9.181905,9.874,0.396667,0.376429,0.344286,0.419048,0.5015,45.605,56.542143,71.688929,69.108571,63.7275,0.055,11.745,74.055,77.1,163.295,3,3,5,2020,11,312,0,-0.79319,0.608975,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-08,0,0,1,polo_lake_event_01,0,1,14.06,12.205,16.535,11.41,0.44,6,0,14.378333,11.427143,11.151429,12.44881,13.292,13,9.709286,9.410714,10.726429,11.396333,16.878333,14.134286,13.566071,14.736667,15.554667,12.263333,8.163571,7.858571,9.424762,10.055167,0.403333,0.390714,0.341429,0.404524,0.486833,39.296667,43.404286,65.203214,67.914524,63.618667,0.055,0.27,73.8,77.1,163.295,4,4,5,2020,11,313,0,-0.782597,0.622529,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-09,0,0,1,polo_lake_event_01,0,1,14.205,12.41,16.725,11.645,0.445,3.555,0.03,14.208333,12.504286,11.254286,12.482619,13.162333,12.508333,10.736429,9.522857,10.722381,11.250333,16.821667,15.115,13.700714,14.769286,15.454167,11.608333,9.5,7.962857,9.568571,9.944333,0.428333,0.401429,0.354643,0.389286,0.475,21.356667,33.201429,58.346071,63.869762,62.537,0.03,0.145,71.69,77.08,163.305,4,4,5,2020,11,314,0,-0.771773,0.635898,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-10,0,0,1,polo_lake_event_01,0,1,14.785,12.485,17.135,13.895,0.47,16.545,0.12,14.35,13.669286,11.358571,12.431905,13.145667,12.366667,11.745,9.596071,10.657381,11.249167,16.798333,16.444286,13.820714,14.700714,15.417167,12.316667,11.247857,8.315357,9.509286,10.079833,0.451667,0.422143,0.358929,0.390952,0.464333,8.7,25.567857,52.793929,60.520714,60.581167,0.15,0.205,70.835,75.535,163.415,4,4,5,2020,11,315,0,-0.76072,0.64908,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-11,0,0,1,polo_lake_event_01,0,1,16.575,14.725,17.95,15.895,0.38,81.355,6.29,15.188333,14.725,11.678929,12.401429,13.2585,13.206667,13.107143,9.899286,10.589286,11.344333,17.27,17.042857,14.008571,14.662857,15.529333,13.811667,13.035714,8.765,9.493571,10.324,0.431667,0.417857,0.374643,0.386429,0.462167,33.818333,34.895714,51.506786,60.555476,59.972,6.44,6.495,71.44,81.13,163.635,3,4,5,2020,11,316,0,-0.749442,0.66207,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-12,0,0,1,polo_lake_event_01,0,1,14.065,11.62,16.565,12.61,0.165,99.745,10.805,15.141667,14.680714,11.909286,12.253571,13.194167,12.943333,12.891429,10.016071,10.443333,11.270167,17.216667,17.001429,14.3675,14.568333,15.475667,14.133333,12.976429,9.073214,9.368571,10.245,0.338333,0.381429,0.373929,0.365714,0.456333,65.881667,45.584286,51.512143,63.655952,60.060833,17.215,17.3,52.295,91.785,125.77,2,4,5,2020,11,317,0,-0.737943,0.674863,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-13,0,0,1,polo_lake_event_01,0,1,11.255,9.295,11.985,8.94,0.155,98.615,2.65,13.965,14.186429,12.223929,12.055714,13.061667,11.88,12.235714,10.308571,10.205952,11.1395,15.5,16.3,14.469643,14.324286,15.263,12.481667,12.309286,9.375357,9.16,10.163667,0.233333,0.350714,0.3675,0.348571,0.431833,93.238333,51.475714,51.55,65.843095,63.073833,19.745,19.895,31.65,94.12,128.345,2,4,5,2020,11,318,0,-0.726225,0.687457,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-14,0,0,1,polo_lake_event_01,0,1,8.995,7.7,10.45,4.62,0.355,38.07,0.005,11.438333,13.42,12.323571,11.755238,12.802167,9.538333,11.491429,10.433214,9.989524,10.905667,13,15.335,14.546429,13.967143,14.971833,8.723333,11.287857,9.643929,8.750714,9.833667,0.225,0.344286,0.360357,0.344286,0.416833,78.81,49.126429,52.834286,64.168095,63.666833,13.46,19.9,31.645,93.955,128.34,1,4,5,2020,11,319,0,-0.714292,0.699848,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-15,0,0,1,polo_lake_event_01,0,1,9.485,6.965,16.185,4.445,0.3,58.67,2.7,9.911667,12.766429,12.096786,11.689762,12.541167,7.986667,10.742857,10.226071,9.854762,10.671833,12.873333,15.285,14.709643,14.139048,14.8685,6.001667,10.292857,9.228214,8.67,9.454,0.27,0.324286,0.3575,0.335714,0.41,65.118333,56.650714,50.0275,62.352381,63.021167,5.355,22.6,22.87,96.4,127.505,0,4,5,2020,11,320,0,-0.702148,0.712031,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-16,0,0,1,polo_lake_event_01,0,1,10.94,9.095,15.16,5.545,0.35,42.93,2.525,9.806667,12.3,12.402143,11.602857,12.493167,7.92,10.269286,10.502857,9.771667,10.737333,13.931667,15.061429,15.088214,14.154286,14.884833,4.87,9.421429,9.460714,8.449048,9.394167,0.335,0.310714,0.356071,0.34,0.395333,46.556667,62.275714,47.738571,59.655952,63.2255,5.23,25.095,25.24,96.785,102.225,0,4,5,2020,11,321,0,-0.689796,0.724004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-17,0,0,1,polo_lake_event_01,0,1,7.96,5.935,9.405,2.375,0.25,70.625,0.17,9.461667,11.325,12.497143,11.347381,12.323,7.331667,9.333571,10.539286,9.508571,10.516167,13.583333,13.957143,15.200714,13.86619,14.701,4.121667,7.775714,9.511786,8.135476,9.263,0.3,0.279286,0.350714,0.332381,0.378833,57.408333,70.001429,47.784643,58.529762,64.543833,5.395,25.145,25.35,95.98,102.395,0,4,4,2020,11,322,0,-0.67724,0.735762,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-18,0,0,1,polo_lake_event_01,0,1,3.28,1.835,5.485,-0.615,0.21,60.72,0.025,7.393333,9.425714,12.075357,10.927857,11.9825,5.621667,7.492143,10.299643,9.096905,10.160833,10.016667,12.176429,14.609643,13.397857,14.349167,2.435,5.417143,9.226429,7.649048,8.955,0.27,0.255,0.336429,0.334762,0.360333,58.091667,67.053571,50.974643,56.689048,63.618,2.72,18.88,25.375,90.32,102.37,0,3,4,2020,11,323,0,-0.664483,0.747303,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-19,0,0,1,polo_lake_event_01,0,1,5.095,1.11,11.1,1.205,0.22,91.46,0,5.445,8.144286,11.4125,10.654286,11.624,2.96,5.990714,9.441071,8.674286,9.736167,8.663333,11.395714,14.198571,13.376905,14.1,0.988333,3.787857,8.382143,7.311429,8.4905,0.226667,0.262857,0.322143,0.336905,0.353167,74.268333,65.87,55.727143,56.298095,63.770833,0.195,8.075,25.375,60.37,100.705,1,3,5,2020,11,324,0,-0.65153,0.758623,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-20,0,0,1,polo_lake_event_01,0,1,12.73,11.105,14.445,9.075,0.31,48.305,0,7.035,8.355,11.270714,10.934286,11.4745,4.683333,6.249286,9.2425,8.955476,9.567833,10.343333,11.747143,14.023571,13.562143,13.956667,3.221667,3.807143,8.058214,7.519286,8.252167,0.246667,0.285,0.317857,0.34,0.347667,66.828333,58.682857,55.079286,53.927619,62.6935,0.025,5.425,25.32,37.075,100.01,2,4,6,2020,11,325,0,-0.638384,0.769718,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-21,0,0,1,polo_lake_event_01,0,1,11.91,9.485,14.64,8.975,0.315,41.89,0,9.911667,8.771429,11.095714,11.139524,11.299167,7.233333,6.504286,8.997857,9.123571,9.3945,13.395,12.345714,13.840357,13.812857,13.826333,6.418333,4.429286,7.858571,7.905714,8.0435,0.281667,0.279286,0.311786,0.333333,0.338167,60.551667,59.228571,54.1775,54.965714,62.935333,-0,5.42,25.32,37.065,99.86,3,4,7,2020,11,326,0,-0.62505,0.780585,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-22,0,0,1,polo_lake_event_01,0,1,9.15,7.77,10.8,5.475,0.215,98.64,0.895,11.263333,8.723571,10.745,10.972381,11.0905,9.453333,6.619286,8.681071,9.02381,9.1775,13.295,11.576429,13.430714,13.665238,13.616,7.841667,4.576429,7.434643,7.677619,7.782,0.28,0.267143,0.295714,0.327381,0.328167,62.945,64.938571,60.794643,54.997857,64.467167,0.895,3.615,26.215,26.485,100.44,3,3,7,2020,11,327,0,-0.61153,0.791221,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-23,0,0,1,polo_lake_event_01,0,1,10.48,5.915,14.685,8.655,0.11,99.725,30.065,10.513333,8.657857,10.478929,11.154048,10.929667,7.723333,6.165,8.217143,9.056905,8.9665,13.375,11.508571,13.285,13.895,13.507167,7.701667,5.020714,7.221071,7.980714,7.63,0.213333,0.232857,0.271786,0.315,0.317,80.085,73.052143,67.663929,56.176429,65.349833,30.96,31.155,56.25,56.395,130.335,3,3,7,2020,11,328,0,-0.597829,0.801624,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-24,0,0,1,polo_lake_event_01,0,1,5.785,4.7,7.475,0.645,0.265,15.185,0,8.471667,8.347143,9.836071,11.11381,10.7605,6.128333,5.988571,7.661071,9.022381,8.796667,10.986667,11.232857,12.595,13.878095,13.337167,4.925,4.773571,6.274643,7.932381,7.446833,0.196667,0.235,0.257143,0.312143,0.309833,71.183333,65.132143,67.566786,53.567143,62.629333,30.96,30.985,56.13,56.335,130.08,4,4,8,2020,11,329,0,-0.583951,0.811789,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-25,0,0,1,polo_lake_event_01,0,1,9.27,4.765,12.255,5.775,0.19,99.17,0.2,8.511667,9.202857,9.314286,11.117857,10.644,5.126667,6.407143,6.949643,9.002143,8.594167,11.471667,12.2,12.188214,13.806429,13.251,5.025,5.686429,5.551786,8.046429,7.299833,0.188333,0.232143,0.243571,0.301667,0.3075,71.36,70.625,68.839286,57.524762,62.6165,30.265,31.16,50.04,56.535,128.14,4,4,8,2020,11,330,0,-0.569901,0.821713,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-26,0,0,1,polo_lake_event_01,0,1,12.695,10.99,14.53,12.18,0.105,98.33,15.335,9.25,10.288571,9.216429,11.037857,10.623,6.818333,7.818571,6.904643,8.900238,8.5785,11.42,12.69,12.042857,13.695714,13.220167,6.2,7.254286,5.521071,8.00619,7.407167,0.186667,0.215714,0.239286,0.286667,0.297333,70.895,71.606429,68.738214,61.020238,62.751667,15.535,46.495,54.57,71.87,142.5,3,4,8,2020,11,331,0,-0.555682,0.831395,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-27,0,0,1,polo_lake_event_01,0,1,11.015,9.29,13.82,9.485,0.22,69.335,0.085,10.993333,10.043571,9.199286,10.861667,10.587167,8.348333,7.559286,6.904286,8.681429,8.538833,13.535,12.600714,12.173929,13.549286,13.170167,9.146667,7.312857,5.56,7.809762,7.403333,0.171667,0.202857,0.243929,0.279524,0.299333,88.945,74.610714,66.646786,61.589762,61.750333,15.62,46.58,52.005,71.9,136.9,2,4,8,2020,11,332,0,-0.541298,0.840831,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Polo Lake,Category_1,2020-11-28,0,0,1,polo_lake_event_01,0,1,9.82,8.41,11.89,6.785,0.21,74.305,0.14,11.176667,9.745,9.258214,10.645476,10.553167,9.563333,7.405714,6.955,8.467143,8.486333,13.413333,12.207857,12.276786,13.29619,13.181833,9.483333,7,5.714643,7.572381,7.353,0.178333,0.187857,0.233571,0.270476,0.3005,80.656667,79.241429,69.235,62.532143,60.904833,15.56,46.72,52.14,72.04,107.09,1,4,8,2020,11,333,0,-0.526755,0.850017,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
